Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
02-0304;Hydro Hammer Minibagger ab 1,6-2T HY200;0;0;0;50;0243FF
01-0101;5,0 kW Stromaggregat Diesel - Silent JD 6000SE-3;0;0;0;160;0244FF
01-0045;5,0 kW Stromaggregat Diesel Einphasengenerator - Silent JD6000SE-1;0;0;0;170;0245FF
02-0277;6,5 kW Stromaggregat Diesel 220/400V Spannungsregler AVR Neu Generation Duplex Generator  1Phasen + 3 Phasen + Automatischer Notstromumschalter!!!;0;0;0;170;0246FF
4933464616;"Milwaukee M12 FIWF12-422X Akku-Schlagschrauber 1/2"" 12 Volt 2.0/4.0 Ah Li-ion";21;7;19;1;0247FF
02-0273;RETTER R11 Werkstattwagen mit Werkzeugeinlagen;77,5;46;97,5;80;0248FF
3-Gambio;120-tlg. Durchlag Set;0;0;0;10;0249FF
02-0205;4-tlg. Torx Steckschlüssel Satz I Stecknüsse E-Profil Set Aussen-Torx E14 E24 - RTE0023;0;0;0;1;0250FF
02-0218;RETTER Druckluft-Meißel-Satz für 10 mm Rundmeißel;0;0;0;1,6;0251FF
02-0282;"RETTER 1/2"" Drehmomentschlüssel-Set 28-210 Nm I 17 19 21mm Schlagschrauber-Nüsse Set";0;0;0;1;0252FF
02-0283;"Premium Drehmomentschlüssel 42 bis 210 Nm 1/2""";0;0;0;8;0253FF
02-0215;RETTER RTC0002 Druckluft-Trennschneider | Trennschleifer;0;0;0;1,2;0254FF
02-0213;"Druckluft-Ratschenschrauber | 12,5 mm (1/2"") | 102 Nm";0;0;0;1,4;0255FF
02-0284;RETTER 1/2 Schlagschrauber 1600Nm Set inklusive Nüsse Set;0;0;0;5;0256FF
02-0219;Cocoarm Druckluft Schleifer Exzenterschleifer Schleifmaschine;0;0;0;1;0257FF
03-0001;Minibagger XN 10 | Rhinoceros 12 PS;120;80;170;880;0258FF
03-0012;Minibagger XN 12 | Rhinoceros 10 Kw;277;90;149;1040;0259FF
XN10-8;Minibagger XN 10 | Rhinoceros 10 PS;0;0;0;930;0260FF
02-0301;Gummikette Minibagger Kette 230x48x72;0;0;0;30;0261FF
02-0300;Milwaukee M18 FPP2D2-553P Set: FPD2 & CAG125X & 3 x HB5.5 & M12-18FC;0;0;0;10;0262FF
180x60x37;Gummikette Minibagger Kette 180x60x37;0;0;0;30;0263FF
180x72x40;Gummikette Minibagger Kette 180x72x40;0;0;0;30;0264FF
190x72x37;Gummikette Minibagger Kette 190x72x37;0;0;0;34;0265FF
200x72x42;Gummikette Minibagger Kette 200x72x42;0;0;0;35;0266FF
230x72x50;Gummikette Minibagger Kette 230x72x50;0;0;0;31;0267FF
230x72x43;Gummikette Minibagger Kette 230x72x43;0;0;0;31;0268FF
230x96x35;Gummikette Minibagger Kette 230x96x35;0;0;0;34;0269FF
250x52.5x73N;Gummikette Minibagger Kette 250x52.5x73N;0;0;0;34;0270FF
250x96x41;Gummikette Minibagger Kette 250x96x41;0;0;0;32;0271FF
250x52.5x78N;Gummikette Minibagger Kette 250x52.5x78N;0;0;0;31;0272FF
300x55x82;Gummikette Minibagger Kette 300x55x82;0;0;0;30;0273FF
300x109x35N;Gummikette Minibagger Kette 300x109x35N;0;0;0;31;0274FF
300x55x74;Gummikette Minibagger Kette 300x55x74;0;0;0;35;0275FF
300x55x80;Gummikette Minibagger Kette 300x55x80;0;0;0;33;0276FF
XN-16;Minibagger XN 16 | Rhinoceros 1.550 kg;0;0;0;1500;0277FF
XN-20;Minibagger XN 20 | Rhinoceros 2.000 kg;0;0;0;1950;0278FF
02-0147;RETTER Profi Reifenmontiermaschine 380V RT-706D Pro mit Booster System und 2 Stufig;125;94;95;281;0279FF
02-0294;Universal - Werkzeugsortiment 258-teilig - Kraftstahl;0;0;0;10;0280FF
01-0112-02-0047;Reifenmontier- und Wuchtmaschine SET | RETTER Profi Montiermaschine RT-706A Pro / WB-65B;0;0;0;250;0281FF
01-0110;"RETTER Doppel Scherenhebebühne 3.8t mit ""Elektrischer"" Entriegelung RETTER RT-F3000L";168;184;80;940;0282FF
02-0275;Montage für Hebebühnen;0;0;0;0;0283FF
02-0206;Universal 19 tlg. Steckschlüsselsatz metrische zöllige Außen-Torx - RTE0949;0;0;0;2;0284FF
1081193;Schutzgasschweißanlage EASY-MAG 193 MIG/MAG 2kVA;0;0;0;40;0285FF
02-0147-02-0047;RETTER Profi Reifenmontiermaschine 380V RT-706D+Apro mit Booster System und 2 Stufig & Wuchtmaschine WB-65B | Reifenservice SET;240;160;160;449;0286FF
740029;Werkstattwagen S12 gefüllt, 400-tlg. RAL7011;100;52;104;100;0287FF
2161310;Kabelaufroller KAR 5 x 1,5 10 Meter SL;0;0;0;6,5;0288FF
6152507;Handgabel Hubwagen PHW 2506 K Gabellänge 800 mm;0;0;0;93;0289FF
6152508;Handgabel Hubwagen PHW 2506 L Gabellänge 1800 mm;0;0;0;106;0290FF
6152506;Handgabel Hubwagen PHW 2506 Gabellänge 1150 mm;0;0;0;69;0291FF
6150500;Scherenhubtischwagen mit 500 kg Tragkraft;95;53;40;87;0292FF
01-0107;"RETTER Schlagschrauber-Nüsse 1/2"" 27-36 mm 10-tlg Schlagnuss-Satz RT-E1107";0;0;0;10;0293FF
01-0114;RETTER Traggelenk-Werkzeug Satz für Mercedes-Benz;0;0;0;10;0294FF
6150104;Scherengabelhubwagen elektro-hydraulischer Hebevorrichtung 1.000 Kg Tragkraft;0;0;0;150;0295FF
6706080;Stromerzeuger Unicraft PG-E 80 TEA | 2,3 / 6,5kW;0;0;0;90;0296FF
6706100;Stromerzeuger Unicraft PG-E 100 TEA | 3,68 / 11,0 kW;0;0;0;180;0297FF
01-0111;RETTER Drehteller Einfachergewinde für 2 Säulen Hebebühnen;11;11;14;6;0298FF
01-0115;RETTER Schwenkbarer Kabelaufroller von RETTER mit  230V 15m Stromkabel;0;0;0;6;0299FF
01-0116;RETTER Schwenkbarer Kabelaufroller von RETTER mit 20m und 230V Stromkabel;0;0;0;10;0300FF
01-0118;RETTER 336 tlg. Reifen Montage Paste Set (schwarz);0;0;0;10;0301FF
01-0121;RETTER Lade & Startgerät EUROSTART 1000 Automatik;0;0;0;34;0302FF
02-0189;12-tlg. Gelenk-Ratschenschlüssel Satz I Set 8-19 mm Gabelschlüssel-Ringmaul-Schlüssel-Set;0;0;0;5;0303FF
02-0243;13-tlg. Gelenk-Ratschenschlüssel Satz I Set 8-22 mm Gabelschlüssel-Ringmaul-Schlüssel-Set;0;0;0;5;0304FF
02-0240;12-tlg. RETTER RT-E1101 Ratschenschlüssel-Set I 8-22mm Gabelschlüssel Ratschen-Schlüssel-Satz Maulschlüssel;0;0;0;5;0305FF
02-0241;12-tlg. Gelenk-Ratschenschlüssel Satz I Set 8-22 mm Gabelschlüssel-Ringmaul-Schlüssel-Set;0;0;0;0;0306FF
02-0296;22-tlg. Gelenk-Ratschenschlüssel Satz I Set 6-32 mm Gabelschlüssel-Ringmaul-Schlüssel-Set;35;10;10;5;0307FF
01-0123 ST12Pro;RETTER STARK ST12 Pro. Mini Bagger Diesel 12 PS - Schwenkbarer Arm - verstellbares Fahrwerk - 400mm Schaufel;120;80;200;1080;0308FF
01-0124;RETTER Gummiauflage für Hebebühne 18 x 12 x 8 cm;18;12;8;1;0309FF
01-0128;RETTER Gummiauflage für Hebebühne rund 11,5 x 6 cm;11,5;11,5;6;0,5;0310FF
01-0129;RETTER Gummiauflage für Hebebühne rund 11,5 x 3 cm;11,5;11,5;3;0,5;0311FF
01-0127;RETTER Gummiauflage für Hebebühne rund 11,5 x 9 cm;11,5;11,5;9;0,5;0312FF
01-0126;RETTER Gummiauflage für Hebebühne 16 x 12 x 6 cm;16;12;6;0,5;0313FF
01-0125;RETTER Gummiauflage für Hebebühne 16 x 12 x 4 cm;16;12;4;1;0314FF
01-0018;Gummiauflage für Hebebühne 20 x 11 x 3,5 cm;20;11;3,5;1;0315FF
4933479534;Milwaukee Kit M18 FPP3M-553P Schlagschrauber & Winkelschleifer & Fettpresse;0;0;0;20;0316FF
01-0131;Freistehende Outdoorküche, Gasgrill Modul mobil mit Rollen;0;0;0;200;0317FF
01-0130;RETTER Scherenhebebühne 3.5 t mit elektronischer Entriegelung mit Umlenkhilfe + Mobile Kit Retter RT3510C;199;184;70;600;0318FF
02-0516;Auffahrrampe ca. 35 x 85 cm für Scherenhebebühnen;85;35;10;5;0319FF
01-0033;RETTER Kabelschutz U-Profil Scherenhebebühnen 100 x 10 cm;100;10;2;2;0320FF
1089273SET;Schutzgasschweißanlage SYN-MAG 273 inkl. Schweißschutzhelm;0;0;0;85;0321FF
1080457SET;Schutzgasschweißanlage SYN-MAG 453-4 WS inkl. Schweißschutzhelm;0;0;0;160;0322FF
1089040SET;Fahrbarer MIG/MAG-Inverter SYN-MIG 403i SC inkl. Schweißschutzhelm;0;0;0;0;0323FF
1074323SET;WIG-Inverter CRAFT-TIG 323 AC/DC PULSE Set inkl. Schweißschutzhelm;0;0;0;27;0324FF
191164001;Werkbank Siegmund Basispaket - Traglast ca. 1000kg;0;0;0;80;0325FF
191167342;Werkbank Siegmund inkl. Werkzeug-Set - Traglast ca. 1000kg;0;0;0;186;0326FF
02-0209;Schlagschrauber Nüsse Sechskant Nuss Schlagnuss | 17mm / 19mm / 21mm | 1/2 Zoll;0;0;0;0,1;0327FF
03-0005;800mm Böschungslöffel schwenkbar mit Hydraulikleitung - Minibagger;0;0;0;50;0328FF
01-0133;RETTER RTH 2040 ECO Plus 2 Säulen Hebebühne 4T Halbautomatik - Gratis ÖL 10 L Hydrauliköl - CEE Stecker 400V;0;0;0;550;0329FF
01-0132;STARK ST12 Mini Bagger Diesel 12 PS - 400mm Schaufel;120;60;180;1080;0330FF
02-0204;"1/2"" Shockwave KFZ Schlagnuss Set 3 tlg. (17, 19, 21 mm)";0;0;0;0,4;0331FF
01-0109;RETTER 22- tlg. Set Ratschenschlüssel 6-32mm Gabel- Ringmaulschlüssel RT-E1195;0;0;0;5;0332FF
01-0201;RETTER Drehteller mit Doppelgewinde für 2-Säulen Hebebühnen geeignet;0;0;0;1;0333FF
02-0238;Retter RT-50T pneumatischer Luft-hydraulischer LKW-Wagenheber 50 Tonnen;0;0;0;45;0334FF
02-0377;Milwaukee kabellose M18GG-0 M18 Fettpresse;0;0;0;4,5;0335FF
4933478429;Milwaukee M18 FSAG125XB-0X Akku-Winkelschleifer im HD Box;54,8;18,8;53,4;4,5;0336FF
2028752;Kolbenkompressor 270l Riemenantrieb AIRSTAR 703/270/10V;72;72;177;160;0337FF
2005492;Universalkompressor 40L ölfreier COMPACT-AIR 240/40 V/OF/E;0;0;0;60;0338FF
2008312;Mobiler Kolbenkompressor mit Riemenantrieb AIRSTAR 321/50 E;87;40;70;48,5;0339FF
2024812;Stationärer Kolbenkompressor 270l AIRPROFI 853/270/10V;78;68;187;152;0340FF
2023074;Kolbenkompressor 2x100l Druckluftbehältern, Kältetrockner, Feinfilter, Kondensatableiter AIRPROFI DUO -703;120;90;125;235;0341FF
2028751;Stationärer horizontaler 270l Kolbenkompressor Riemenantrieb AIRSTAR -703/270 10H;195;60;125;160;0342FF
2028760;Stationärer vertikaler 270l Kolbenkompressor Riemenantrieb AIRSTAR 853/270/ 10V ohne AD 2000;72;72;177;173;0343FF
2024752KK;Stationärer 270l Kolbenkompressor mit Kältetrockner AIRPROFI 703/270/10 VK;120;80;197;194;0344FF
20037;GÜDE Inverter Schweißgerät GIS 200;0;0;0;39;0345FF
6710015;18,0 kW Synchron-Stromerzeuger PTO 18 TA mit wartungsfreiem Zapfwellenantrieb;0;0;0;120;0346FF
2951664;Schraubenkompressor DUO-MICRO SE | 2 x 100 Liter auf Sicherheits-Standpalette;58;48;76;198;0347FF
Feb.99;Aktion Reifendienst Paket Reifenmontiermaschine Wuchtmaschine Wagenheber 4000 kg;130;110;160;600;0348FF
5960702;Wippkreissäge Brennholzsäge Sägeblatt ? 700 mm;0;0;0;95;0349FF
02-0217;Nadelentroster, NE-30, Länge 340 mm, 3000 Schläge pro Minute, Nadelpistole, ergonomischer Pistolengriff Retter RTA0033;0;0;0;5;0350FF
7252135;Scheuersaugmaschine SSM 351B - Arbeitsbreite Bürsten 350mm;0;0;0;60;0351FF
7201436;Einscheibenmaschine OSM 431 - Orbital Arbeitsbreite Bürsten 430mm;0;0;0;70;0352FF
7202055;Handgeführte Scheuersaugmaschine SSM 550 bis 1600m² Reinigungsfläche / Batterie 24V;0;0;0;65;0353FF
02-0320;Umschaltknarre Ratschen 1/4 | 1/2 | 3/8 Zoll;0;0;0;0;0354FF
03-0015;11 PS 1-Zylinder luftgekühlten Dieselmotor KOOP KD192F inkl. Starter-Kit;0;0;0;100;0355FF
7520250;Tauchpumpe SDWP 8510 Flutset;0;0;0;30;0356FF
7521105;Gartenpumpe mit robustem Gussgehäuse GP 1005C;0;0;0;11;0357FF
7523105;Tiefbrunnenpumpe für Klarwasser mit Start/Stopp-Automatik DWP 1106A;0;0;0;15;0358FF
7150781;Heißwasser-Hochdruckreiniger 180 bar HDR-H-78-18;0;0;0;0;0359FF
7150992;Heißwasser-Hochdruckreiniger 200 bar HDR-H-108-20;0;0;0;0;0360FF
7520100;Tauchpumpe SCWP 7514 für Klarwasser mit Kunststoffgehäuse;0;0;0;0;0361FF
7101461;Kaltwasser-Hochdruckreiniger HDR-K-46-16 SW;0;0;0;12;0362FF
7102902;Kaltwasser-Hochdruckreiniger 200 bar HDR-K-90-20;0;0;0;0;0363FF
7150481;Heißwasser-Hochdruckreiniger 110 bar HDR-H 48-15;0;0;0;0;0364FF
1073253;Elektrodeninverter CRAFT-STICK 253 - Inverter Technologie;0;0;0;0;0365FF
1081253;MIG/MAG Schutzgas-Schweißgerät EASY-MAG 253-4;0;0;0;0;0366FF
02-0323;Wasser Schlauchtrommel 25 m Wandmontage mit automatischer Aufrollung;0;0;0;0;0367FF
02-0327 Rechts;Professioneller Werkzeug Hochschrank Serie RTX rechts Standschrank Schranksystem 1960 x 600 mm;60;60;196;65;0368FF
02-0327 Links;Professioneller Werkzeug Hochschrank Serie RTX links Standschrank Schranksystem 1960 x 600 mm;60;60;1960;65;0369FF
02-0328;RTX1500 RT-Q1067 Werkstattschrank Set Werkbank, Schrank, Lochwand 2120 x 4170 x 2000x 510 mm | RTX-1500;417;51;200;500;0370FF
4933479535;Milwaukee Aktions Akku Set M18 FPP4A2-553P;0;0;0;0;0371FF
02-0331;RETTER JD12000SE-3 10,8 kVA Stromaggregat Diesel Silent Dreiphasen 220/400V Spannungsregler AVR;0;0;0;160;0372FF
02-0335;PHI SPRAY SPRÜHFETT SCHMIERFETT FETTSPRAY Alassca NLGI 0,5 l;0;0;0;0,5;0373FF
02-0369 ST12S+ZH;Minibagger XN10S Diesel 10,7 PS - Kettenbagger inkl. Zubehör;0;0;0;1080;0374FF
754007;Werkstattwagen S13 gefüllt, 540-tlg. RAL9004;120;77;98;69;0375FF
4933481012;Milwaukee TOP Aktions-SET M18 FPP9A-556P FUEL™;0;0;0;50;0376FF
01-0112;Montiermaschine RT-706A Pro mit Schwingarm, 2 Geschwindigkeiten und Felgenspannung bis 28 Zoll | RETTER;125;92;95;231;0377FF
7202030;Handgeführte Scheuersaugmaschine SSM - 331 - 7,5 / Batterie 24V;0;0;0;30;0378FF
7252128;Handgeführte Scheuersaugmaschine SSM 281 / Batterie 36V;0;0;0;20;0379FF
02-0340;RETTER 2 Säulen Hebebühne 4.000 kg - Automatische Entriegelung EAG4000;235;56;75;520;0380FF
02-0358;RETTER Wuchtmaschine RT-70ES mit hoher Genauigkeit, alles inklusive;90;85;120;110;0381FF
738477;"Werkstattwagen S9 gefüllt, 384-tlg. ""grau"" - 8 Schubladen | Sonic NEXT S9";83,4;52;103;130;0382FF
02-0338;RT1090 Flüster Kompressor 100 L / 8 Bar - 4 PS;51;51;110;65;0383FF
02-0348;RETTER Scherenhubtischwagen 500 kg Tragkraft mit Doppelschere;100;53;36;97;0384FF
02-0355;RETTER Reifenmontiermaschine Kippsäule - Doppel Hilfsarm RT-706D 2Pro RETTER PROFI;125;92;95;201;0385FF
4933478293;Milwaukee M18 Akku-Säbelsäge - M18FSZ-0X 18V;67;37;60,5;5;0386FF
02-0363;RETTER 2 Säulen Hebebühne 4.000 kg - Halbautomatische Entriegelung HTL2840E 400V - Gratis Zubehör 2 x 5 Liter Hydrauliköl;0;0;0;550;0387FF
02-0367;RETTER Schwerlastregal Regalsystem 200x200cm / 50cm tief mit 4 Ebenen inkl.;180;70;90;49;0388FF
02-0358 + 02-0355;RETTER Reifendiest Set Montiermaschiene RT-706D Pro - 2 Stufig und Wuchtmaschine hohe Genauigkeit;0;0;0;360;0389FF
02-0368;"RETTER Adapter 3/8"" auf 1/2"" Kraft-Steckschlüssel, Schlagadapter Stecknuss";0;0;0;0,05;0390FF
02-0362;RETTER 15-tlg. Ratschenschlüssel-Set I 8-24mm Gabelschlüssel - Maulschlüssel;0;0;0;5;0391FF
02-0382;14tlg. 1/2' Schlagschrauber Nüsse Set, 10-32mm Cr-Mo Sechskant Kraft Nuss- RT-E1493;0;0;0;5;0392FF
4933472114;Milwaukee Netz-/Akku-Radio DAB+ M12 RCDAB+-0 ohne Akku/Lader;37;47,5;11,5;5;0393FF
4933451423;Milwaukee M18 NRG-503;0;0;0;10;0394FF
4933478888;Milwaukee Akku-Kombihammer Solo M18 FHX;39,6;27,6;23,7;10;0395FF
02-0367-ERW;RETTER Schwerlastregal Erweiterung Regalsystem 200x200cm / 50cm tief mit 4 Ebenen;0;0;0;45;0396FF
02-0461;RETTER Stromerzeuger Retter JD-10000 E-3 | 3 Phasen / 6,5 kW;71,5;57,3;57;130;0397FF
02-0375;RETTER 2 Säulen Hebebühne 4.500 kg - Halbautomatische Entriegelung RTH-2045S - Gratis Zubehör 2 x 5 Liter Hydrauliköl;0;0;0;550;0398FF
02-0392;RETTER 4 Säulen Hebebühne 5.000 kg - elektrische Entriegelung RT-4P5000J 400V;525;90;90;1480;0399FF
4933464589;Milwaukee M18 Bürstenlose Akku-Handkreissäge BLCS66 - ohne Akku;19;8;40,5;4;0400FF
4932464712;Milwaukee M18 HB5.5 Akku 18 Volt 5.5 Ah Li-ion;9;14,5;25,5;0;0401FF
4932472073;Milwaukee M18 DFC Zweifach-Schnellladegerät zeitgleiches Laden mit je 6A;22,7;14;7,5;0;0402FF
4932464078;Milwaukee PACKOUT Trolley Box;20,2;54,1;7,6;10;0403FF
4933478491;Milwaukee 18V Akku-Multitool;59,3;43,5;48,4;0;0404FF
4933479859;Milwaukee M18 FPD3 Akku-Schlagbohrschrauber - ohne Akku;24,5;48,5;38;2;0405FF
02-0420;"RETTER 3/4"" Schlagschrauber Verlängerung Cr-Mo 200 mm";0;0;0;1;0406FF
6300016;Hydraulische Werkstattpresse 15 Tonnen - WPP 15 E;166;67;27;91,5;0407FF
6300020;Hydraulische Werkstattpresse 20 Tonnen - WPP 20 E;0;0;0;138;0408FF
6300011;Hydraulische Werkstattpresse 10 Tonnen - WPP 10 TE;77,5;52;16;54,7;0409FF
4053200;WPP 200 RT Vollhydraulische Werkstattpresse;2896;1880;2490;4545;0410FF
6300021;Hydraulische Werkstattpresse 20 Tonnen - WPP 20 EF;174;72,5;27;112;0411FF
6300030;Hydraulische Werkstattpresse 30 Tonnen - WPP 30 E;0;0;0;175;0412FF
02-0385;RETTER RTY9612 Dopppel-Haken für Diverse RTX Werkstattschränke 75 x6 mm 90 Grad;0;0;0;0;0413FF
02-0386;RETTER Einzel-Haken Halterbügel U-Form für Diverse RTX-Werkstattschränke - RETTER RTY9048;0;0;0;0,5;0414FF
RT-E1493;Schlagschrauber Nüsse Set 14-tlg 10-32mm Kraft-Steckschlüssel;0;0;0;5;0415FF
02-0410;Kubota Hydraulik-Hoflader mit geräumiger Kabine - Agrarfahrzeug;330;115;236;1400;0416FF
03-0011;Mechanischer Schnellwechsler für Minibagger;0;0;0;25;0417FF
02-0457;RETTER RC Rasenmäher Roboter - Arbeitswinkel bis 30°;0;0;0;130;0418FF
02-0388;STARK hydraulisch-elektrischer Hoflader K500E Agrarfahrzeug;220;120;220;1120;0419FF
02-0393;RETTER RT-4P3700H Doppel-Vier-Säulen-Hebebühne – Elektrohydraulische 4-Säulen-Hebebühne mit automatischer Sicherheitsentriegelung, PKW & Transporter-Hebebühne;525;75;75;700;0420FF
02-0378;RETTER RTY9047 Einzelhaken für Diverse RTX Werkstattschränke;0;0;0;0;0421FF
RT-706-2Pro-RT-70ES;Set Reifenwuchtmaschine - RT-70ES &  Reifenmontiermaschine - RT-706 2Pro;0;0;0;110;0422FF
15tlg-8-24mm;15 tlg. Ratschenschlüssel I Set 8-24 mm Gabelschlüssel-Ringmaul-Schlüssel Set;0;0;0;5;0423FF
02-0407;RETTER RTK9035 Federbein Kompressor 3.000 kg (107x26x19 cm);0;0;0;35;0424FF
02-0379;RETTER Vier-Säulen-Hebebühne RT-4P4000J;525;75;75;700;0425FF
02-0317;Automatik Solar-Kopfschweißschild DIN 3/111 mit Solarzelle;0;0;0;4;0426FF
4933459800;"Milwaukee 12V Akku-Ratsche 1/2"" M12 FIR12-0";47;37;13;3;0427FF
4933459797;"Milwaukee 12V Akku-Ratsche 3/8"" M12FIR38-0";15,3;9;22,7;3;0428FF
02-0359;"Adapter Innenvierkant 20 mm 3/4"" - Außenvierkant 12,5 mm 1/2""";0;0;0;0,05;0429FF
DEMO;DEMO;0;0;0;0;0430FF
4932471070;M18HB8 Akku High Output 8.0 Ah ersetzt durch 4932492131;31,7;6;14,7;1,1;0431FF
4932430064;Milwaukee M12 B2 LI-ION AKKU-PACK 2,0 Ah;12;5;23;0,7;0432FF
02-0405;RETTER RT1040 Flüster Kompressor 45 L / 8 Bar;40;40;73;39;0433FF
111;RETTER  RTH 2040SP - 2 Säulen Profi Spindel Hebebühne 4T;0;0;0;0;0434FF
02-0358-02-0248;RETTER Set - Wuchtmaschine RT-70ES / RT-706B Reifenmontiermaschine;0;0;0;356;0435FF
02-0349;RETTER Unterstellböcke - 3t Tragkraft Höhenverstellbar | 2er Set;22;20;33;5,2;0436FF
02-0380;RETTER Unterstellböcke - 6t Tragkraft Höhenverstellbar | 2er Set;29;26;43;9;0437FF
02-0387;RETTER RT3064 Injektor-Reinigungsset für Fahrzeugpflege - 14 tlg.;28;22;6;0,93;0438FF
02-0281;RETTER RTA5039 Ölwechsel Werkzeug 12-tlg.;0;0;0;2;0439FF
02-0389;"RETTER Runde magnetische Teilegeschirrtablett  4"" (100 mm)";0;0;0;1;0440FF
02-0406;"RETTER 3"" Kolbenringspannband 53-125 mm - RTA1001";0;0;0;1;0441FF
04-0003;RETTER Kompressor RT3100+ Ersatz-Keilriemen A-1245Li  - 2er Pack;0;0;0;1;0442FF
LED 32 W;STARK 3-Phasen-LED-Stromschiene Strahler 32W;0;0;0;0;0443FF
04-0002;Flüster-Kompressor Ersatzteile | Motor 1500W 220V / 380V 1500W (2PS)  280L/min / 60dB;0;0;0;16;0444FF
04-0004;Druckluftaggregat 3 V-Zylinder - 3 kW Motor / 4 PS 3065;0;0;0;16;0445FF
02-0408;RETTER RTA3015 - 10-tlg. Diesel-Einspritzdüsen-Fräser-Set;0;0;0;1;0446FF
04-0005;RETTER Kolben-Kompressor RT4100 Ersatz-Motor 4 PS;0;0;0;16;0447FF
04-0006;RETTER Kompressor RT4100 Ersatz-Keilriemen;0;0;0;1;0448FF
04-0007;RETTER Kompressor RT3100+ Ersatzluftfilter;0;0;0;1;0449FF
02-0409;RETTER Auto Öleinfülltrichter-Kit RTJ1260 mit Klemme;0;0;0;1;0450FF
02-0356;RETTER Reifenwuchtmaschine RETTER RT-90E;98;75;115;122;0451FF
04-0008;RETTER Hebebühne Magnetzylinder;0;0;0;1;0452FF
04-0009;Transformator 150VA - Hebebühnen-Ersatzteil;0;0;0;1;0453FF
02-0400;RETTER 2 Säulen SPINDEL Hebebühne 4 t Expert Serie RTH-2040SP;299;60;100;700;0454FF
02-0321;STARK ST13 Pro. Mini Bagger Diesel 12 PS - Schwenkbarer Arm - verstellbares Fahrwerk - 400mm Schaufel;0;0;0;910;0455FF
02-0260;Mobiler Werkzeugwagen RETTER RS12 - 1110 x 751 x 986 mm;111;75,1;98,6;104;0456FF
02-0413;Werkzeugwagen R18 mit VDE-Werkzeug 118-tlg. | 7 Schubladen - RETTER Werkstattwagen;85;46;97;68;0457FF
02-0415;RETTER VDE-Werkzeugset 16-tlg. Elektrofahrzeug: Passend für Werkzeugwagen 567 x 408 x 40 mm;56,7;40,8;3,2;3;0458FF
02-0318;Ring Maulschlüssel Satz 34-50 mm - 6 tlg.;0;0;0;8;0459FF
02-0416;Profi 32 tlg. Drehmomentschlüssel-Set inkl. Koffer: 5 - 220 Nm;25;20;5;1;0460FF
03-0017;RIPPA Minibagger - R319N: 10 PS Diesel;0;0;0;848;0461FF
02-0417;RETTER Spiralbohrer 130 tlg. Set 1-10 mm;0;0;0;0;0462FF
03-0018;Yanmar Rippa Minibagger 6 T - 50 PS Diesel;0;0;0;6200;0463FF
02-0421;Gabelringschlüssel 52 - 62 mm | RETTER;0;0;0;1;0464FF
02-0414;RETTER Steckschlüssel-Adapter Set 6 tlg.;15;8;5;2,2;0465FF
02-0427;RETTER Steckschlüssel-Satz 52-tlg. 1/4 Zoll und 3/8 Zoll;0;0;0;0;0466FF
4933492512;Milwaukee M12 FPP2H2-402X Powerpack | Schlagbohrmaschine + Schlagschrauber Set;0;0;0;0;0467FF
02-0432;Minibagger Anlasser für Motor 192 F;0;0;0;0,75;0468FF
02-0433;Minibagger Spannungsregler - KOOP Motor;0;0;0;1;0469FF
4933492529;Milwaukee M18 FPP2G3-524X | Akku Bohrschrauber + Blindnietgerät Set;0;0;0;0;0470FF
02-0428;RETTER Werkstatt Set - RTX4000 Schranksystem;236;50;204,6;240;0471FF
02-0429;RETTER Werkstatteinrichtung Set - Schranksystem RTX6000;372;50;204,6;459;0472FF
02-0430;RETTER Werkstatteinrichtung Set - Schranksystem RTX7000;266;50;195,6;120;0473FF
4933492530;Milwaukee M18 FPP4E-555T - 4 Maschinen SET;0;0;0;12;0474FF
02-0431;STARK Hydraulik - Hoflader mit Baggerarm 25 PS;220;930;195;1700;0475FF
02-0434;Hochkippschaufel-Anbaugerät für Hoflader;0;0;0;139;0476FF
02-0435;4-in-1 Schaufel - Anbauteil für STARK Hoflader;0;0;0;140;0477FF
02-0436;Palettengabel - Zubehör für Hoflader;0;0;0;95;0478FF
02-0437;Greifer - Anbaugerät für Hoflader;0;0;0;145;0479FF
02-0438;Motorölfilter - Kubota;0;0;0;0,35;0480FF
02-0439;Luftfilter - XN10, KS10;0;0;0;0,17;0481FF
02-0440;Hydraulikfilter - Ölfilter | XN10;0;0;0;1;0482FF
02-0441;RETTER 1/4'' Druckregler mit Manometer - Kompressor Ersatzteil;0;0;0;0,2;0483FF
02-0442;Kubota - Kraftstofffilter | XN12;0;0;0;0,3;0484FF
02-0443;Yanmar - Kraftstofffilter | XN12;0;0;0;2;0485FF
02-0444;Ölfilter - Kubota | XN12;0;0;0;0,3;0486FF
4933459825;Akku-Gebläse M18 FUEL™;100;27;24;0;0487FF
4933464800;Milwaukee M18 FBJS-502X | Akku - Stichsäge;48,5;24,5;38;2,8;0488FF
4933447285;Milwaukee M18 BSX-402C | Akku - Säbelsäge;59,8;27;134;4;0489FF
4933446216;Milwaukee M18 BBL-0 | Akku - Gebläse;50,2;30,2;50,5;1,9;0490FF
02-0446;Motorölfilter - KOOP 192;0;0;0;1;0491FF
02-0447;RETTER Original Felgenschutz 4-tlg. Set - Reifenmontiermaschine Zubehör;0;0;0;1;0492FF
